tconst,title,year,genres,rating,votes,directorID,topActors
tt0000574,The Story of the Kelly Gang,1906.0,"Action,Adventure,Biography",6.0,1006,nm0846879,"['nm0846887', 'nm0846894', 'nm1431224']"
tt0002130,Dante's Inferno,1911.0,"Adventure,Drama,Fantasy",7.0,3847,"nm0078205,nm0655824,nm0209738","['nm0660139', 'nm0685283', 'nm0209738']"
tt0002423,Passion,1919.0,"Biography,Drama,Romance",6.6,1081,nm0523932,"['nm0624470', 'nm0417837', 'nm0509573']"
tt0002844,Fantômas: In the Shadow of the Guillotine,1913.0,"Crime,Drama",6.9,2643,nm0275421,"['nm0622772', 'nm0622772', 'nm0107631']"
tt0003014,Ingeborg Holm,1913.0,Drama,7.0,1541,nm0803705,"['nm0096737', 'nm0344981', 'nm0511806']"
tt0003037,Fantomas: The Man in Black,1913.0,"Crime,Drama",6.9,1794,nm0275421,"['nm0622772', 'nm0622772', 'nm0622772']"
tt0003165,Fantômas: The Dead Man Who Killed,1913.0,"Crime,Drama,Mystery",6.9,1429,nm0275421,"['nm0622772', 'nm0622772', 'nm0107631']"
tt0003419,The Student of Prague,1913.0,"Drama,Fantasy,Horror",6.4,2570,"nm0263912,nm0753233","['nm0917467', 'nm0074186', 'nm0758802']"
tt0003643,The Avenging Conscience: or 'Thou Shalt Not Kill',1914.0,"Crime,Drama,Horror",6.4,1531,nm0000428,"['nm0910400', 'nm0014894', 'nm0842239']"
tt0003740,Cabiria,1914.0,"Adventure,Drama,History",7.1,4185,nm0665163,"['nm0021935', 'nm0702894', 'nm0656034']"
tt0003772,Cinderella,1914.0,"Drama,Fantasy",6.0,1122,nm0456804,"['nm0681933', 'nm0601698', 'nm0894679']"
tt0003930,Fantomas: The Mysterious Finger Print,1914.0,"Crime,Drama",6.8,1513,nm0275421,"['nm0622772', 'nm0622772', 'nm0622772']"
tt0003952,Fantômas: The False Magistrate,1914.0,"Crime,Drama",6.7,1281,nm0275421,"['nm0622772', 'nm0622772', 'nm0107631']"
tt0004026,The Golem,1914.0,Horror,6.7,1295,"nm0917467,nm0301961","['nm0917467', 'nm0301961', 'nm0758802']"
tt0004181,Judith of Bethulia,1914.0,Drama,6.2,1503,nm0000428,"['nm0842239', 'nm0910400', 'nm0550615']"
tt0004465,The Perils of Pauline,1914.0,"Action,Adventure,Drama",6.3,1107,"nm0309163,nm0533289","['nm0925310', 'nm0928108', 'nm0659947']"
tt0004635,The Squaw Man,1914.0,"Action,Drama,Romance",5.7,1111,"nm0002177,nm0001124","['nm0267914', 'nm0758457', 'nm0455612']"
tt0004707,Tillie's Punctured Romance,1914.0,Comedy,6.2,3835,"nm0784407,nm0071658","['nm0000122', 'nm0237597', 'nm0635667']"
tt0004972,The Birth of a Nation,1915.0,"Drama,War",6.1,27574,nm0000428,"['nm0001273', 'nm0550615', 'nm0910400']"
tt0005060,Carmen,1915.0,"Drama,Musical",6.3,1146,nm0001124,"['nm0268125', 'nm0717468', 'nm0003124']"
tt0005078,The Cheat,1915.0,"Drama,Romance",6.5,2955,nm0001124,"['nm0911531', 'nm0370564', 'nm0370564']"
tt0005339,A Fool There Was,1915.0,Drama,5.7,1115,nm0288616,"['nm0000847', 'nm0430968', 'nm0294289']"
tt0005916,After Death,1915.0,"Drama,Horror",6.7,1095,nm0061955,"['nm0689808', 'nm0707564', 'nm0179028']"
tt0005960,The Regeneration,1915.0,"Biography,Crime,Drama",6.8,1509,nm0909825,"['nm0271503', 'nm0632160', 'nm0790704']"
tt0006206,Les Vampires,1915.0,"Action,Adventure,Crime",7.3,5718,nm0275421,"['nm0615736', 'nm0559013', 'nm0529695']"
tt0006333,"20,000 Leagues Under the Sea",1916.0,"Action,Adventure,Sci-Fi",6.1,2146,nm0665737,"['nm0392709', 'nm0360132', 'nm0671728']"
tt0006780,Hell's Hinges,1916.0,"Drama,Romance,Western",6.7,1142,"nm0842521,nm0366586,nm0807742","['nm0366586', 'nm0930290', 'nm0822060']"
tt0006864,Intolerance,1916.0,"Drama,History",7.7,17478,nm0000428,"['nm0001273', 'nm0001273', 'nm0366008']"
tt0006886,Judex,1916.0,"Adventure,Crime",7.2,1195,nm0275421,"['nm0187612', 'nm0615736', 'nm0100270']"
tt0008443,The Poor Little Rich Girl,1917.0,"Comedy,Drama,Family",6.7,1613,nm0869665,"['nm0681933', 'nm0871337', 'nm0919966']"
tt0008663,A Man There Was,1917.0,"Drama,War",7.3,2482,nm0803705,"['nm0803705', 'nm0258611', 'nm0265890']"
tt0008879,The Outlaw and His Wife,1918.0,Drama,7.1,2232,nm0803705,"['nm0803705', 'nm0258611', 'nm0252476']"
tt0008891,The Blue Bird,1918.0,"Family,Fantasy",6.9,1080,nm0869665,"['nm0068818', 'nm0532031', 'nm0715410']"
tt0009150,Hearts of the World,1918.0,"Drama,War",6.5,1149,nm0000428,"['nm0001273', 'nm0321088', 'nm0366008']"
tt0009369,Mickey,1918.0,"Comedy,Drama",6.1,1207,"nm0428059,nm0949648","['nm0635667', 'nm0629589', 'nm0479126']"
tt0009652,Stella Maris,1918.0,Drama,6.8,1648,nm0624714,"['nm0681933', 'nm0681933', 'nm0914003']"
tt0009878,Different from the Others,1919.0,"Crime,Drama,History",7.0,1628,nm0652650,"['nm0891998', 'nm0174925', 'nm0903095']"
tt0009892,Auction of Souls,1919.0,"Drama,History,Romance",5.5,1274,nm0002177,"['nm0546295', 'nm0191899', 'nm0632160']"
tt0009893,The Oyster Princess,1919.0,Comedy,7.1,2325,nm0523932,"['nm0418131', 'nm0652661', 'nm0509573']"
tt0009937,Blind Husbands,1919.0,"Drama,Romance",6.9,1763,nm0002233,"['nm0208659', 'nm0082537', 'nm0002233']"
tt0009968,Broken Blossoms,1919.0,"Drama,Romance",7.2,11509,nm0000428,"['nm0001273', 'nm0001932', 'nm0187981']"
tt0010040,Daddy-Long-Legs,1919.0,"Comedy,Drama,Musical",6.6,1498,nm0624714,"['nm0681933', 'nm0202633', 'nm0368665']"
tt0010071,Don't Change Your Husband,1919.0,Comedy,6.5,1304,nm0001124,"['nm0223296', 'nm0841797', 'nm0168595']"
tt0010247,Sir Arne's Treasure,1919.0,"Drama,History",7.1,1644,nm0830249,"['nm0830862', 'nm0074129', 'nm0526234']"
tt0010267,The Hoodlum,1919.0,Comedy,6.7,1065,nm0291548,"['nm0681933', 'nm0507635', 'nm0363218']"
tt0010281,I Don't Want to Be a Man,1918.0,"Comedy,Romance",6.8,1756,nm0523932,"['nm0652661', 'nm0324506', 'nm0797728']"
tt0010307,J'accuse!,1919.0,"Drama,Horror,War",7.7,2271,nm0304098,"['nm0431069', 'nm0221298', 'nm0786313']"
tt0010323,The Cabinet of Dr. Caligari,1920.0,"Horror,Mystery,Thriller",8.0,73786,nm0927468,"['nm0470328', 'nm0891998', 'nm0270415']"
tt0010418,Male and Female,1919.0,"Adventure,Drama",7.0,2037,nm0001124,"['nm0576762', 'nm0731623', 'nm0369058']"
tt0010598,The President,1919.0,Drama,6.6,1125,nm0003433,"['nm0583050', 'nm0684773', 'nm0388713']"
tt0010600,The Doll,1919.0,"Comedy,Fantasy,Sci-Fi",7.4,2560,nm0523932,"['nm0652661', 'nm0858164', 'nm0418131']"
tt0010726,The Spiders - Episode 1: The Golden Sea,1919.0,"Adventure,Drama,Western",6.5,1559,nm0000485,"['nm0212234', 'nm0196820', 'nm0649916']"
tt0010806,True Heart Susie,1919.0,"Comedy,Drama,Romance",6.9,2091,nm0000428,"['nm0001273', 'nm0366008', 'nm0383278']"
tt0010879,When the Clouds Roll by,1919.0,"Action,Comedy,Romance",6.9,1028,nm0281808,"['nm0001196', 'nm0534252', 'nm0166651']"
tt0011000,Leaves From Satan's Book,1920.0,Drama,6.6,1420,nm0003433,"['nm0632898', 'nm0632898', 'nm0632898']"
tt0011130,Dr. Jekyll and Mr. Hyde,1920.0,"Drama,Horror,Sci-Fi",6.9,6426,nm0731910,"['nm0000858', 'nm0000858', 'nm0543806']"
tt0011157,Erotikon,1920.0,"Comedy,Romance",6.4,1105,nm0830249,"['nm0212333', 'nm0854189', 'nm0596417']"
tt0011221,Genuine: The Tragedy of a Vampire,1920.0,"Fantasy,Horror,Romance",5.9,1220,nm0927468,"['nm0027992', 'nm0903145', 'nm0343069']"
tt0011237,The Golem,1920.0,"Fantasy,Horror",7.2,9120,"nm0917467,nm0091380","['nm0917467', 'nm0917467', 'nm0826210']"
tt0011387,The Last of the Mohicans,1920.0,"Action,Adventure,Drama",6.7,1522,"nm0113284,nm0869665","['nm0000891', 'nm0066024', 'nm0741182']"
tt0011439,The Mark of Zorro,1920.0,"Adventure,Drama,Romance",7.0,2954,nm0629243,"['nm0001196', 'nm0001196', 'nm0209323']"
tt0011565,The Penalty,1920.0,"Crime,Drama,Horror",7.3,2787,nm0941637,"['nm0165134', 'nm0668084', 'nm0556769']"
tt0011607,The Parson's Widow,1920.0,"Comedy,Drama,Horror",7.1,1607,nm0003433,"['nm0137320', 'nm0753885', 'nm0022011']"
tt0011652,The Saphead,1920.0,"Comedy,Drama,Romance",6.1,1869,"nm0085133,nm0810367","['nm0423424', 'nm0095371', 'nm0175067']"
tt0011723,The Spiders - Episode 2: The Diamond Ship,1920.0,Adventure,6.1,1185,nm0000485,"['nm0212234', 'nm0649916', 'nm0313308']"
tt0011841,Way Down East,1920.0,"Drama,Romance",7.3,6146,nm0000428,"['nm0001273', 'nm0001932', 'nm0484472']"
tt0011865,Why Change Your Wife?,1920.0,"Comedy,Drama",6.7,1539,nm0001124,"['nm0576762', 'nm0841797', 'nm0199841']"
tt0011870,Within Our Gates,1920.0,"Drama,Romance",6.4,3888,nm0584778,"['nm0695792', 'nm0166224', 'nm0749281']"
tt0011904,The Ace of Hearts,1921.0,"Crime,Drama,Mystery",6.8,1421,nm0941637,"['nm0431433', 'nm0101071', 'nm0151606']"
tt0011909,The Affairs of Anatol,1921.0,"Comedy,Drama",6.6,1402,nm0001124,"['nm0717468', 'nm0841797', 'nm0223296']"
tt0011960,The Wildcat,1921.0,"Comedy,Drama,Romance",6.8,1407,nm0523932,"['nm0624470', 'nm0418131', 'nm0373928']"
tt0012027,Camille,1921.0,"Drama,Romance",6.5,1105,nm0806605,"['nm0623417', 'nm0884388', 'nm0156124']"
tt0012190,The Four Horsemen of the Apocalypse,1921.0,"Drama,Romance,War",7.1,3734,nm0002271,"['nm0884388', 'nm0855935', 'nm0134251']"
tt0012349,The Kid,1921.0,"Comedy,Drama,Family",8.2,142005,nm0000122,"['nm0000122', 'nm0701012', 'nm0001067']"
tt0012364,The Phantom Carriage,1921.0,"Drama,Fantasy,Horror",8.0,15119,nm0803705,"['nm0803705', 'nm0096737', 'nm0841061']"
tt0012494,Destiny,1921.0,"Drama,Fantasy,Horror",7.6,7091,nm0000485,"['nm0324553', 'nm0324553', 'nm0324553']"
tt0012532,Orphans of the Storm,1921.0,"Drama,History,Romance",7.3,5661,nm0000428,"['nm0001273', 'nm0321088', 'nm0771584']"
tt0012642,A Sailor-Made Man,1921.0,"Action,Adventure,Comedy",6.8,1337,nm0628345,"['nm0516001', 'nm0205192', 'nm0949927']"
tt0012651,The Haunted Castle,1921.0,"Crime,Drama,Horror",6.1,2192,nm0003638,"['nm0466232', 'nm0477519', 'nm0576464']"
tt0012675,The Sheik,1921.0,"Adventure,Drama,Romance",6.2,3829,nm0577654,"['nm0884388', 'nm0043969', 'nm0589279']"
tt0012752,The Three Musketeers,1921.0,"Action,Adventure,Family",6.9,1224,nm0629243,"['nm0001196', 'nm0207637', 'nm0797094']"
tt0012763,Tol'able David,1921.0,Drama,7.1,2010,nm0454771,"['nm0001932', 'nm0401368', 'nm0507861']"
tt0012938,Beyond the Rocks,1922.0,"Drama,Romance",6.7,2449,nm0939992,"['nm0841797', 'nm0884388', 'nm0152362']"
tt0012952,Blood and Sand,1922.0,"Drama,Romance,Sport",6.3,1608,"nm0629243,nm0002188","['nm0884388', 'nm0741022', 'nm0925118']"
tt0013075,Dr. Jack,1922.0,"Comedy,Romance",7.0,1755,"nm0628345,nm0853130","['nm0516001', 'nm0205192', 'nm0697674']"
tt0013086,"Dr. Mabuse, the Gambler",1922.0,"Crime,Mystery,Thriller",7.8,9641,nm0000485,"['nm0459030', 'nm0250790', 'nm0919684']"
tt0013140,Foolish Wives,1922.0,"Drama,Thriller",7.0,4250,nm0002233,"['nm0160129', 'nm0243323', 'nm0313532']"
tt0013201,Grandma's Boy,1922.0,"Comedy,Family",7.0,2163,nm0628345,"['nm0516001', 'nm0205192', 'nm0870083']"
tt0013257,Häxan,1922.0,"Documentary,Fantasy,Horror",7.6,18160,nm0159725,"['nm0159725', 'nm0159725', 'nm0159770']"
tt0013427,Nanook of the North,1922.0,Documentary,7.6,14022,nm0280904,"['nm1354245', 'nm0638725', 'nm0192066']"
tt0013442,Nosferatu: A Symphony of Horror,1922.0,"Fantasy,Horror",7.8,119450,nm0003638,"['nm0775180', 'nm0334603', 'nm0903194']"
tt0013496,Phantom,1922.0,"Drama,Romance",6.7,2046,nm0003638,"['nm0002154', 'nm0723801', 'nm0723801']"
tt0013556,Robin Hood,1922.0,"Adventure,Family,Romance",7.0,2597,nm0245385,"['nm0001196', 'nm0001196', 'nm0000891']"
tt0013571,Salomé,1922.0,"Biography,Drama,History",6.6,1305,"nm0117065,nm0623417","['nm0623417', 'nm0207637', 'nm0507568']"
tt0013579,Warning Shadows,1923.0,"Drama,Fantasy,Horror",6.6,1178,nm0733208,"['nm0466776', 'nm0923377', 'nm0903194']"
tt0013750,When Knighthood Was in Flower,1922.0,"Drama,Romance",6.5,1160,nm0897085,"['nm0203836', 'nm0362361', 'nm0635919']"
tt0013933,The Faithful Heart,1923.0,"Drama,Romance",7.4,1549,nm0258477,"['nm0537222', 'nm0544539', 'nm0885965']"
tt0014029,The Extra Girl,1923.0,"Comedy,Romance",6.7,1243,nm0428059,"['nm0635667', 'nm0336339', 'nm0629589']"
tt0014109,The Saga of Gösta Berling,1924.0,"Drama,Romance",7.0,1478,nm0830249,"['nm0361319', 'nm0774563', 'nm0147803']"
tt0014142,The Hunchback of Notre Dame,1923.0,"Drama,Horror,Romance",7.2,6490,nm0941637,"['nm0151606', 'nm0589105', 'nm0449908']"
tt0014205,Little Old New York,1923.0,"Comedy,Romance",6.3,1140,nm0646058,"['nm0203836', 'nm0001230', 'nm0285202']"
tt0014341,Our Hospitality,1923.0,"Comedy,Romance,Thriller",7.7,13132,"nm0090007,nm0000036","['nm0000036', 'nm0848231', 'nm0444172']"
tt0014358,The Pilgrim,1923.0,"Comedy,Western",7.2,5965,nm0000122,"['nm0000122', 'nm0000122', 'nm0701012']"
tt0014417,The Wheel,1923.0,Drama,7.5,2696,nm0304098,"['nm0336414', 'nm0536252', 'nm0879412']"
tt0014429,Safety Last!,1923.0,"Action,Comedy,Romance",8.1,24098,"nm0628345,nm0853130","['nm0516001', 'nm0205192', 'nm0835128']"
tt0014497,Souls for Sale,1923.0,"Comedy,Drama,Romance",7.0,1169,nm0400912,"['nm0090187', 'nm0123994', 'nm0478704']"
tt0014532,The Ten Commandments,1923.0,"Biography,Drama,History",6.8,2850,nm0001124,"['nm0731623', 'nm0211191', 'nm0852347']"
tt0014538,Three Ages,1923.0,Comedy,7.0,5569,"nm0166836,nm0000036","['nm0000036', 'nm0494993', 'nm0000891']"
tt0014586,Waxworks,1924.0,"Fantasy,Horror",6.5,2482,"nm0083532,nm0501902","['nm0417837', 'nm0891998', 'nm0470328']"
tt0014611,Why Worry?,1923.0,"Adventure,Comedy,Family",7.3,2166,"nm0628345,nm0853130","['nm0516001', 'nm0707814', 'nm0007539']"
tt0014624,A Woman of Paris: A Drama of Fate,1923.0,"Drama,Romance",6.9,6624,nm0000122,"['nm0701012', 'nm0312238', 'nm0588033']"
tt0014646,"Aelita, the Queen of Mars",1924.0,"Adventure,Comedy,Drama",6.3,3038,nm0698839,"['nm0813216', 'nm0407970', 'nm0874941']"
tt0014900,Finances of the Grand Duke,1924.0,Comedy,6.2,1041,nm0003638,"['nm0509573', 'nm0160130', 'nm0774662']"
tt0014945,Girl Shy,1924.0,"Comedy,Romance",7.7,3860,"nm0628345,nm0853130","['nm0516001', 'nm0707814', 'nm0200068']"
tt0014972,He Who Gets Slapped,1924.0,"Drama,Horror,Romance",7.7,4640,nm0803705,"['nm0151606', 'nm0790454', 'nm0318105']"
tt0015002,Hot Water,1924.0,Comedy,7.1,1682,"nm0628345,nm0853130","['nm0516001', 'nm0707814', 'nm0189684']"
tt0015014,L'inhumaine,1924.0,"Drama,Mystery,Romance",7.2,1142,nm0478303,"['nm0146019', 'nm0540771', 'nm0405742']"
tt0015016,The Iron Horse,1924.0,"Drama,History,Romance",7.2,2662,nm0000406,"['nm0639563', 'nm0068705', 'nm0119957']"
tt0015039,Kino Eye,1924.0,Documentary,6.9,1274,nm0895048,
tt0015064,The Last Laugh,1924.0,Drama,8.0,16004,nm0003638,"['nm0417837', 'nm0217848', 'nm0384897']"
tt0015116,Manhandled,1924.0,"Comedy,Drama",6.7,1184,nm0245385,"['nm0841797', 'nm0601962', 'nm0850896']"
tt0015119,The Marriage Circle,1924.0,Comedy,7.0,1594,nm0523932,"['nm0896538', 'nm0089524', 'nm0696679']"
tt0015136,Michael,1924.0,"Drama,Romance",7.1,2168,nm0003433,"['nm0805790', 'nm0159725', 'nm0339669']"
tt0015163,The Navigator,1924.0,"Action,Adventure,Comedy",7.5,11690,"nm0187981,nm0000036","['nm0000036', 'nm0570230', 'nm0089162']"
tt0015167,The Extraordinary Adventures of Mr. West in the Land of the Bolsheviks,1924.0,"Comedy,Fantasy,Romance",6.4,1175,nm0474487,"['nm0688040', 'nm0055823', 'nm0451747']"
tt0015174,Die Nibelungen: Kriemhild's Revenge,1924.0,"Adventure,Drama,Fantasy",7.9,5329,nm0000485,"['nm0778159', 'nm0036459', 'nm0519765']"
tt0015175,Die Nibelungen: Siegfried,1924.0,"Adventure,Drama,Fantasy",8.1,6965,nm0000485,"['nm0725332', 'nm0778159', 'nm0519765']"
tt0015202,The Hands of Orlac,1924.0,"Crime,Horror,Mystery",7.0,3689,nm0927468,"['nm0891998', 'nm0815054', 'nm0823731']"
tt0015214,Paris Asleep,1925.0,"Comedy,Sci-Fi",7.1,2071,nm0163229,"['nm0553331', 'nm0989809', 'nm0699522']"
tt0015224,Peter Pan,1924.0,"Adventure,Family,Fantasy",7.1,1407,nm0107543,"['nm0111503', 'nm0868458', 'nm0019419']"
tt0015324,Sherlock Jr.,1924.0,"Action,Comedy,Romance",8.2,62767,nm0000036,"['nm0000036', 'nm0000036', 'nm0570230']"
tt0015361,Strike,1925.0,Drama,7.6,9139,nm0001178,"['nm0017893', 'nm0795500', 'nm0327150']"
tt0015400,The Thief of Bagdad,1924.0,"Adventure,Family,Fantasy",7.7,7407,nm0909825,"['nm0001196', 'nm0426710', 'nm0250366']"
tt0015532,The Adventures of Prince Achmed,1926.0,"Adventure,Animation,Drama",7.8,7401,"nm0718201,nm0002569",
tt0015624,The Big Parade,1925.0,"Drama,Romance,War",7.9,7620,"nm0896542,nm0384276","['nm0318105', 'nm0012395', 'nm0098376']"
tt0015634,Body and Soul,1925.0,"Crime,Drama,Thriller",6.2,1270,nm0584778,"['nm0732079', 'nm0732079', 'nm0737074']"
tt0015648,Battleship Potemkin,1925.0,"Drama,History,Thriller",7.9,63576,nm0001178,"['nm0031446', 'nm0058290', 'nm0017893']"
tt0015768,Master of the House,1925.0,"Comedy,Drama",7.0,2528,nm0003433,"['nm0583207', 'nm0391474', 'nm0625047']"
tt0015772,The Eagle,1925.0,"Action,Adventure,Comedy",6.6,2412,nm0113284,"['nm0884388', 'nm0126566', 'nm0237571']"
tt0015841,The Freshman,1925.0,"Comedy,Family,Romance",7.5,6372,"nm0628345,nm0853130","['nm0516001', 'nm0707814', 'nm0070757']"
tt0015842,The Joyless Street,1925.0,Drama,7.0,1802,nm0655065,"['nm0003425', 'nm0001256', 'nm0261626']"
tt0015863,Go West,1925.0,"Comedy,Western",7.1,5342,nm0000036,"['nm0000036', 'nm0874124', 'nm0616762']"
tt0015864,The Gold Rush,1925.0,"Adventure,Comedy,Drama",8.1,124832,nm0000122,"['nm0000122', 'nm0841501', 'nm0615306']"
tt0015873,Grass: A Nation's Battle for Life,1925.0,Documentary,7.7,1257,"nm0178260,nm0774325",
tt0015881,Greed,1924.0,"Drama,Thriller,Western",8.0,11284,nm0002233,"['nm0332998', 'nm0686032', 'nm0380965']"
tt0016004,Lady Windermere's Fan,1925.0,Comedy,7.2,1468,nm0523932,"['nm0723658', 'nm0564219', 'nm0529313']"
tt0016028,Little Annie Rooney,1925.0,"Comedy,Drama",6.8,1101,nm0064415,"['nm0681933', 'nm0354313', 'nm0417012']"
tt0016029,The Little Colonel,1935.0,"Comedy,Family,Musical",7.0,1996,nm0124877,"['nm0000073', 'nm0000859', 'nm0892867']"
tt0016039,The Lost World,1925.0,"Adventure,Fantasy,Horror",6.9,6218,nm0398464,"['nm0000891', 'nm0522281', 'nm0400763']"
tt0016104,The Merry Widow,1925.0,"Drama,Romance",7.2,2691,nm0002233,"['nm0615141', 'nm0318105', 'nm0195460']"
tt0016123,The Monster,1925.0,"Comedy,Horror,Mystery",6.2,1453,nm0922327,"['nm0151606', 'nm0647481', 'nm0177599']"
tt0016220,The Phantom of the Opera,1925.0,"Horror,Music",7.5,21295,"nm0432216,nm0151606,nm0290926,nm0781292","['nm0151606', 'nm0679907', 'nm0449908']"
tt0016230,The Pleasure Garden,1925.0,"Drama,Romance",5.8,3090,nm0000033,"['nm0885128', 'nm0313867', 'nm0541766']"
tt0016332,Seven Chances,1925.0,"Comedy,Romance",7.8,12499,nm0000036,"['nm0000036', 'nm0245536', 'nm0055797']"
tt0016394,Stage Struck,1925.0,Comedy,6.8,1148,nm0245385,"['nm0841797', 'nm0336770', 'nm0040090']"
tt0016473,The Unholy Three,1925.0,"Crime,Drama,Romance",7.1,2421,nm0115218,"['nm0151606', 'nm0123994', 'nm0601596']"
tt0016481,Variety,1925.0,"Crime,Drama,Romance",7.4,1491,nm0243295,"['nm0417837', 'nm0217848', 'nm0211048']"
tt0016544,The Wizard of Oz,1925.0,"Adventure,Comedy,Family",4.9,1865,nm0783865,"['nm0245386', 'nm0245386', 'nm0614879']"
tt0016627,Bardelys the Magnificent,1926.0,"Drama,Romance",7.1,1370,nm0896542,"['nm0318105', 'nm0090187', 'nm0195460']"
tt0016630,Battling Butler,1926.0,"Comedy,Romance,Sport",7.0,4221,nm0000036,"['nm0000036', 'nm0250366', 'nm0642063']"
tt0016641,Ben-Hur: A Tale of the Christ,1925.0,"Action,Adventure,Drama",7.8,8205,"nm0629243,nm0102643,nm0127511,nm0169905,nm0002271","['nm0003895', 'nm0124279', 'nm0564219']"
tt0016654,The Black Pirate,1926.0,"Action,Adventure",7.0,2275,nm0662032,"['nm0001196', 'nm0001196', 'nm0235521']"
tt0016669,La Bohème,1926.0,"Drama,Romance",7.2,1743,nm0896542,"['nm0001273', 'nm0318105', 'nm0012395']"
tt0016690,Brown of Harvard,1926.0,"Action,Drama,Romance",6.2,1557,nm0176699,"['nm0354313', 'nm0681927', 'nm0047720']"
tt0016804,Don Juan,1926.0,"Adventure,Romance",7.0,1007,nm0189076,"['nm0936079', 'nm0733943', 'nm0645941']"
tt0016822,Ella Cinders,1926.0,"Comedy,Romance",7.0,1129,nm0337586,"['nm0601067', 'nm0400763', 'nm0507849']"
tt0016847,Faust,1926.0,"Drama,Fantasy,Horror",8.1,17609,nm0003638,"['nm0252472', 'nm0417837', 'nm0394806']"
tt0016884,Flesh and the Devil,1926.0,"Drama,Romance",7.6,4817,nm0113284,"['nm0318105', 'nm0001256', 'nm0361319']"
tt0016895,For Heaven's Sake,1926.0,"Action,Comedy,Romance",7.5,2065,nm0853130,"['nm0516001', 'nm0707814', 'nm0949927']"
tt0016953,The Holy Mountain,1926.0,Drama,6.6,1042,"nm0266691,nm0726166","['nm0726166', 'nm0872112', 'nm0676812']"
tt0017048,A Page of Madness,1926.0,"Drama,Horror,Thriller",7.3,5028,nm0455938,"['nm0409298', 'nm0407347', 'nm0619980']"
tt0017075,The Lodger: A Story of the London Fog,1927.0,"Crime,Drama,Mystery",7.3,14398,nm0000033,"['nm0385062', 'nm0637040', 'nm0042083']"
tt0017128,Mother,1926.0,Drama,7.4,3210,nm0699877,"['nm0053012', 'nm0060693', 'nm0158297']"
tt0017136,Metropolis,1927.0,"Drama,Sci-Fi",8.3,195507,nm0000485,"['nm0375609', 'nm0375609', 'nm0375609']"
tt0017196,Nana,1926.0,"Drama,Romance",6.6,1014,nm0719756,"['nm0381642', 'nm0504562', 'nm0287503']"
tt0017271,By the Law,1926.0,"Action,Drama,Mystery",7.6,1291,nm0474487,"['nm0451747', 'nm0464561', 'nm0283901']"
tt0017350,The Scarlet Letter,1926.0,Drama,7.6,2084,nm0803705,"['nm0001273', 'nm0361319', 'nm0910400']"
tt0017416,The Son of the Sheik,1926.0,"Adventure,Drama,Romance",6.6,2208,nm0280463,"['nm0884388', 'nm0884388', 'nm0126566']"
tt0017423,Sparrows,1926.0,Drama,7.3,1601,"nm0064415,nm0573743","['nm0681933', 'nm0829795', 'nm0588928']"
tt0017437,The Strong Man,1926.0,"Adventure,Comedy,Romance",6.6,1034,nm0001008,"['nm0003377', 'nm0094924', 'nm0040090']"
tt0017448,Tartuffe,1925.0,"Comedy,Drama",7.1,2856,nm0003638,"['nm0681620', 'nm0884665', 'nm0884665']"
tt0017449,The Temptress,1926.0,"Drama,Romance",6.9,1422,"nm0629243,nm0830249","['nm0001256', 'nm0603875', 'nm0531584']"
tt0017463,3 Bad Men,1926.0,"Drama,Romance,Western",7.5,1619,nm0000406,"['nm0639563', 'nm0096152', 'nm0854414']"
tt0017534,West Point,1927.0,"Drama,Romance,Sport",6.6,2012,nm0781292,"['nm0354313', 'nm0001076', 'nm0049055']"
tt0017567,The Winning of Barbara Worth,1926.0,"Drama,Romance,Western",6.9,1020,nm0454771,"['nm0172903', 'nm0126566', 'nm0000011']"
tt0017668,Berlin: Symphony of Metropolis,1927.0,Documentary,7.6,5002,nm0752193,
tt0017739,The Cat and the Canary,1927.0,"Comedy,Horror,Mystery",7.1,3636,nm0501902,"['nm0478851', 'nm0354878', 'nm0822477']"
tt0017743,Chang: A Drama of the Wilderness,1927.0,"Adventure,Documentary,Drama",6.8,1204,"nm0178260,nm0774325","['nm0472440', 'nm0152021', 'nm0619546']"
tt0017765,College,1927.0,"Comedy,Drama,Sport",6.9,5714,"nm0395023,nm0000036","['nm0000036', 'nm0180465', 'nm0104238']"
tt0017825,Downhill,1927.0,"Adventure,Drama,Thriller",6.0,3324,nm0000033,"['nm0637040', 'nm0916828', 'nm0571841']"
tt0017843,Easy Virtue,1928.0,"Drama,Romance,Thriller",5.4,3225,nm0000033,"['nm0419978', 'nm0245579', 'nm0930556']"
tt0017925,The General,1926.0,"Action,Adventure,Comedy",8.1,103376,"nm0115669,nm0000036","['nm0000036', 'nm0533045', 'nm0147070']"
tt0017938,The Three-Sided Mirror,1927.0,"Drama,Romance",6.9,1003,nm0258477,"['nm0374881', 'nm0682812', 'nm0206534']"
tt0017961,Happiness,1935.0,"Comedy,Drama",7.3,1238,nm0575963,"['nm0802512', 'nm0947279', 'nm0320559']"
tt0018033,It,1927.0,"Comedy,Romance",7.2,3838,"nm0046082,nm0903049","['nm0001966', 'nm0603875', 'nm0042552']"
tt0018037,The Jazz Singer,1927.0,"Drama,Music,Musical",6.4,11573,nm0189076,"['nm0427231', 'nm0564219', 'nm0645941']"
tt0018051,The Kid Brother,1927.0,"Comedy,Drama,Family",7.6,5076,"nm0928514,nm0516001,nm0587277,nm0397834","['nm0516001', 'nm0707814', 'nm0417012']"
