tconst,title,year,genres,rating,votes,directorID,topActors
tt0096740,300 Miles to Heaven,1989.0,"Biography,Drama",7.1,1122,nm0215166,"['nm0458352', 'nm0956900', 'nm0468583']"
tt0096741,Deadly Games,1989.0,"Action,Horror,Thriller",6.4,3110,nm0544528,"['nm0287637', 'nm0239985', 'nm0282505']"
tt0096744,84C MoPic,1989.0,"Drama,War",6.8,2091,nm0242059,"['nm0256225', 'nm0143167', 'nm0866821']"
tt0096754,The Abyss,1989.0,"Adventure,Drama,Mystery",7.5,202615,nm0000116,"['nm0000438', 'nm0001512', 'nm0000299']"
tt0096757,Action U.S.A.,1989.0,"Action,Thriller",6.0,1021,nm0829519,"['nm0192003', 'nm0461127', 'nm0614099']"
tt0096764,The Adventures of Baron Munchausen,1988.0,"Adventure,Comedy,Fantasy",7.1,58678,nm0000416,"['nm0627453', 'nm0001385', 'nm0001385']"
tt0096769,After Midnight,1989.0,"Horror,Thriller",5.4,2618,"nm0923646,nm0003117","['nm0574766', 'nm0781899', 'nm0951719']"
tt0096786,Alienator,1990.0,"Action,Drama,Fantasy",3.3,1928,nm0676248,"['nm0001821', 'nm0492342', 'nm0353448']"
tt0096787,All Dogs Go to Heaven,1989.0,"Adventure,Animation,Comedy",6.8,48969,"nm0089940,nm0325776,nm0473941","['nm0001123', 'nm0000608', 'nm0000756']"
tt0096794,Always,1989.0,"Drama,Fantasy,Romance",6.4,34397,nm0000229,"['nm0000377', 'nm0000456', 'nm0424635']"
tt0096804,American Ninja 3: Blood Hunt,1989.0,"Action,Drama",3.7,6177,nm0839233,"['nm0103196', 'nm0416944', 'nm0331374']"
tt0096827,Apoorva Sagodharargal,1989.0,"Action,Comedy,Drama",8.3,4877,nm0801870,"['nm0352032', 'nm0352032', 'nm0352032']"
tt0096841,The Asthenic Syndrome,1989.0,Drama,6.5,1521,nm0613645,"['nm0691350', 'nm0031468', 'nm0952302']"
tt0096842,Asterix and the Big Fight,1989.0,"Adventure,Animation,Comedy",6.4,9270,nm0342325,"['nm0136789', 'nm0136789', 'nm0868139']"
tt0096852,Notebook on Cities and Clothes,1989.0,Documentary,6.4,1197,nm0000694,
tt0096863,My Twentieth Century,1989.0,"Comedy,Drama,Sci-Fi",7.0,2131,nm0258221,"['nm0781971', 'nm0781971', 'nm0781971']"
tt0096866,The BFG,1989.0,"Adventure,Animation,Drama",6.7,7775,nm0181820,"['nm0419248', 'nm0740500', 'nm0861354']"
tt0096869,Babar: The Movie,1989.0,"Adventure,Animation,Family",6.3,1182,nm0120327,"['nm0684521', 'nm0536479', 'nm0360200']"
tt0096870,Going Overboard,1989.0,Comedy,1.8,15001,nm0106928,"['nm0001191', 'nm0000671', 'nm0000708']"
tt0096871,Baby Blood,1990.0,Horror,6.0,2545,nm0730156,"['nm0260434', 'nm0802488', 'nm0303145']"
tt0096874,Back to the Future Part II,1989.0,"Adventure,Comedy,Sci-Fi",7.8,600629,nm0000709,"['nm0000150', 'nm0000150', 'nm0000150']"
tt0096875,Catchfire,1990.0,"Action,Comedy,Crime",5.3,4919,"nm0000454,nm0000647","['nm0000454', 'nm0000149', 'nm0001777']"
tt0096894,"Bashu, the Little Stranger",1989.0,"Drama,War",8.0,3395,nm0067323,"['nm0850939', 'nm0693832', 'nm0012739']"
tt0096895,Batman,1989.0,"Action,Adventure",7.5,421160,nm0000318,"['nm0000474', 'nm0000474', 'nm0000197']"
tt0096908,A City of Sadness,1989.0,"Comedy,Drama,History",7.8,6602,nm0396284,"['nm0504897', 'nm0944554', 'nm0150844']"
tt0096913,Best of the Best,1989.0,"Action,Drama,Sport",6.4,16227,nm0705675,"['nm0000616', 'nm0000469', 'nm0000476']"
tt0096920,Beyond the Door III,1989.0,"Fantasy,Horror",5.2,1678,nm0477203,"['nm0463437', 'nm0004149', 'nm0957050']"
tt0096921,Beyond the Stars,1989.0,"Drama,Sci-Fi",5.2,1348,nm0764545,"['nm0000640', 'nm0000225', 'nm0289343']"
tt0096925,Big Man on Campus,1989.0,"Comedy,Fantasy",6.0,1743,nm0434571,"['nm0441630', 'nm0662160', 'nm0930286']"
tt0096926,The Big Picture,1989.0,"Comedy,Drama,Romance",6.2,6433,nm0001302,"['nm0000102', 'nm0000492', 'nm0519489']"
tt0096928,Bill & Ted's Excellent Adventure,1989.0,"Adventure,Comedy,Music",6.9,146385,nm0378893,"['nm0000206', 'nm0935664', 'nm0137506']"
tt0096933,Black Rain,1989.0,"Action,Crime,Drama",6.6,62409,nm0000631,"['nm0000140', 'nm0000412', 'nm0847264']"
tt0096936,Blades,1988.0,"Comedy,Horror",5.1,1375,nm0740029,"['nm0636058', 'nm0924037', 'nm0195306']"
tt0096943,Blaze,1989.0,"Biography,Comedy,Drama",6.0,4344,nm0005421,"['nm0000056', 'nm0000357', 'nm0362222']"
tt0096945,Blind Fury,1989.0,"Action,Comedy,Crime",6.3,19655,nm0637518,"['nm0000442', 'nm0642368', 'nm0130085']"
tt0096951,Blood Red,1989.0,"Drama,Romance,Western",4.1,1062,nm0557751,"['nm0000616', 'nm0316284', 'nm0000454']"
tt0096952,Bloodfist,1989.0,"Action,Sport",4.7,1440,nm0935288,"['nm0933310', 'nm0042884', 'nm0226017']"
tt0096953,Bloodhounds of Broadway,1989.0,"Comedy,Drama,Romance",5.3,1544,nm0111837,"['nm0813977', 'nm0000187', 'nm0044283']"
tt0096966,The Battle of Kosovo,1989.0,"Drama,History,War",7.6,2940,nm0815638,"['nm0958856', 'nm0691419', 'nm0104103']"
tt0096969,Born on the Fourth of July,1989.0,"Biography,Drama,War",7.2,121152,nm0000231,"['nm0000129', 'nm0488267', 'nm0000855']"
tt0096976,Breaking In,1989.0,"Adventure,Comedy",6.1,1851,nm0287025,"['nm0000608', 'nm0797150', 'nm0445992']"
tt0096978,Brenda Starr,1989.0,"Adventure,Comedy,Romance",4.8,1346,nm0589228,"['nm0000222', 'nm0001096', 'nm0669733']"
tt0096994,Bunker palace hôtel,1989.0,Sci-Fi,6.3,1010,nm0082094,"['nm0004462', 'nm0000962', 'nm0773932']"
tt0097001,C.H.U.D. II: Bud the Chud,1989.0,"Comedy,Horror,Sci-Fi",4.2,4269,nm0410253,"['nm0005367', 'nm0130785', 'nm0279826']"
tt0097004,Caged Fury,1990.0,Action,3.9,1437,nm0031301,"['nm0503418', 'nm0192003', 'nm1489774']"
tt0097007,The Caller,1987.0,"Mystery,Sci-Fi,Thriller",6.1,1898,nm0782381,"['nm0000532', 'nm0001750']"
tt0097008,Cameron's Closet,1988.0,"Fantasy,Horror",5.0,1198,nm0557857,"['nm0807767', 'nm0004995', 'nm0193502']"
tt0097027,Casualties of War,1989.0,"Action,Crime,Drama",7.1,50288,nm0000361,"['nm0000150', 'nm0000576', 'nm0367496']"
tt0097028,Cat Chaser,1989.0,"Crime,Drama,Thriller",5.2,1603,nm0001206,"['nm0000693', 'nm0000534', 'nm0001164']"
tt0097044,Chances Are,1989.0,"Comedy,Fantasy,Romance",6.5,14471,nm0001915,"['nm0001732', 'nm0000375', 'nm0641939']"
tt0097045,Chandni,1989.0,"Drama,Musical,Romance",6.7,2251,nm0007181,"['nm0004437', 'nm0438501', 'nm0451396']"
tt0097050,The Adventures of Milo and Otis,1986.0,"Adventure,Drama,Family",6.9,13222,nm0368675,"['nm0463592', 'nm0001545', 'nm0001545']"
tt0097051,What Time Is It?,1989.0,"Comedy,Drama",7.3,1419,nm0778633,"['nm0000052', 'nm0873385', 'nm0001594']"
tt0097053,Cheetah,1989.0,"Adventure,Drama,Family",5.9,1252,nm0090015,"['nm0176861', 'nm0212635', 'nm0609348']"
tt0097074,Cohen and Tate,1988.0,"Action,Crime,Drama",6.3,2883,nm0714599,"['nm0001702', 'nm0000284', 'nm0189172']"
tt0097081,Collision Course,1989.0,"Action,Comedy,Crime",4.7,1843,nm0853546,"['nm0001552', 'nm0005143', 'nm0001697']"
tt0097095,Coming Out,1989.0,"Drama,Romance",7.0,1992,nm0139239,"['nm0293802', 'nm0544465', 'nm0474985']"
tt0097099,Common Threads: Stories from the Quilt,1989.0,"Biography,Documentary,History",8.1,1194,"nm0258531,nm0295243","['nm0506870', 'nm0541723', 'nm0541746']"
tt0097100,Communion,1989.0,"Biography,Drama,Horror",5.5,8360,nm0602333,"['nm0000686', 'nm0001080', 'nm0827973']"
tt0097106,A Tale of Springtime,1990.0,"Comedy,Drama,Romance",7.1,6285,nm0006445,"['nm0856778', 'nm0703364', 'nm0201151']"
tt0097108,"The Cook, the Thief, His Wife & Her Lover",1989.0,"Crime,Drama",7.5,43729,nm0000425,"['nm0092184', 'nm0002091', 'nm0000545']"
tt0097109,Cookie,1989.0,"Comedy,Crime",5.4,1642,nm0782384,"['nm0000393', 'nm0001848', 'nm0000503']"
tt0097116,Cousins,1989.0,"Comedy,Romance",6.4,5294,nm0001708,"['nm0001101', 'nm0000618', 'nm0000707']"
tt0097123,Crimes and Misdemeanors,1989.0,"Comedy,Drama",7.8,62241,nm0000095,"['nm0001445', 'nm0000095', 'nm0077007']"
tt0097125,Criminal Law,1988.0,"Crime,Drama,Thriller",5.7,5045,nm0132709,"['nm0000198', 'nm0000102', 'nm0002128']"
tt0097131,Cruising Bar,1989.0,Comedy,6.6,1269,nm0617609,"['nm0194788', 'nm0194788', 'nm0194788']"
tt0097136,Cutting Class,1989.0,"Comedy,Crime,Horror",4.6,6673,nm0657853,"['nm6230258', 'nm0774337', 'nm0000093']"
tt0097138,Cyborg,1989.0,"Action,Sci-Fi,Thriller",5.0,35979,nm0089502,"['nm0000241', 'nm0725223', 'nm0460288']"
tt0097142,Dad,1989.0,"Comedy,Drama",6.3,5469,nm0325204,"['nm0000493', 'nm0001101', 'nm0001156']"
tt0097162,Dead Calm,1989.0,"Horror,Thriller",6.8,46243,nm0637518,"['nm0000173', 'nm0000554', 'nm0000708']"
tt0097165,Dead Poets Society,1989.0,"Comedy,Drama",8.1,596055,nm0001837,"['nm0000245', 'nm0000494', 'nm0000160']"
tt0097166,Dead Bang,1989.0,"Action,Crime,Drama",6.1,4869,nm0001239,"['nm0000467', 'nm0000542', 'nm0001235']"
tt0097174,Deathstalker and the Warriors from Hell,1988.0,"Action,Adventure,Fantasy",2.8,2474,nm0180541,"['nm0625482', 'nm0378785', 'nm0378785']"
tt0097179,DeepStar Six,1989.0,"Action,Horror,Sci-Fi",5.3,14151,nm0192446,"['nm0263760', 'nm0263583', 'nm0086000']"
tt0097182,The Delinquents,1989.0,"Drama,Romance",5.7,1123,nm0860979,"['nm0001541', 'nm0772116', 'nm0492649']"
tt0097195,Why Has Bodhi-Dharma Left for the East?,1989.0,Drama,7.4,1511,nm0046282,"['nm0659044', 'nm0938863', 'nm0398989']"
tt0097202,The Killer,1989.0,"Action,Crime,Drama",7.7,53232,nm0000247,"['nm0000334', 'nm0497097', 'nm0497097']"
tt0097211,Disorganized Crime,1989.0,"Action,Comedy,Crime",6.2,2719,nm0467942,"['nm0001924', 'nm0000929', 'nm0001952']"
tt0097216,Do the Right Thing,1989.0,"Comedy,Drama",8.0,119583,nm0000490,"['nm0000732', 'nm0001115', 'nm0002039']"
tt0097223,Time of the Gypsies,1988.0,"Comedy,Crime,Drama",8.1,33736,nm0001437,"['nm0241131', 'nm0865392', 'nm0012557']"
tt0097228,Dr. Caligari,1989.0,"Comedy,Horror,Sci-Fi",6.0,1831,nm0217134,"['nm0721511', 'nm0289051', 'nm0004669']"
tt0097235,The Dream Team,1989.0,"Comedy,Crime,Thriller",6.5,16985,nm0956052,"['nm0000474', 'nm0000502', 'nm0001967']"
tt0097236,Dream a Little Dream,1989.0,"Comedy,Drama,Romance",5.7,8373,nm0733692,"['nm0000397', 'nm0001673', 'nm0000433']"
tt0097239,Driving Miss Daisy,1989.0,"Comedy,Drama",7.3,121536,nm0000915,"['nm0000151', 'nm0001788', 'nm0000101']"
tt0097240,Drugstore Cowboy,1989.0,"Crime,Drama",7.2,42775,nm0001814,"['nm0000369', 'nm0001488', 'nm0001457']"
tt0097243,A Dry White Season,1989.0,"Drama,Thriller",7.0,6610,nm0657484,"['nm0000661', 'nm0840531', 'nm0596310']"
tt0097244,God of Gamblers,1989.0,"Action,Adventure,Comedy",7.2,6888,nm0939147,"['nm0000334', 'nm0000334', 'nm0490489']"
tt0097253,Deja vu,1990.0,"Comedy,Crime,History",7.5,1641,nm0532702,"['nm0836136', 'nm0326656', 'nm0944134']"
tt0097257,Earth Girls Are Easy,1988.0,"Comedy,Musical,Romance",5.5,26319,nm0854697,"['nm0000133', 'nm0000156', 'nm0000120']"
tt0097262,Eddie and the Cruisers II: Eddie Lives!,1989.0,"Drama,Music,Romance",6.2,3410,nm0520440,"['nm0001595', 'nm0001595', 'nm0650739']"
tt0097263,Edge of Sanity,1989.0,"Drama,Horror,Thriller",5.3,1930,nm0048158,"['nm0000578', 'nm0000578', 'nm0053392']"
tt0097276,"Enemies, A Love Story",1989.0,"Comedy,Drama,Romance",6.6,2739,nm0005196,"['nm0798779', 'nm0001378', 'nm0000565']"
tt0097289,Erik the Viking,1989.0,"Adventure,Comedy,Fantasy",6.1,14975,nm0001402,"['nm0000209', 'nm0000092', 'nm0001682']"
tt0097292,Hard to Be a God,1989.0,"Adventure,Drama,Sci-Fi",6.4,1328,nm0281538,"['nm0954927', 'nm0954927', 'nm0277080']"
tt0097314,The Experts,1989.0,Comedy,4.9,2870,nm0858686,"['nm0000237', 'nm0343325', 'nm0000593']"
tt0097322,The Fabulous Baker Boys,1989.0,"Comedy,Drama,Music",6.9,26755,nm0460141,"['nm0000313', 'nm0000201', 'nm0000977']"
tt0097328,Family Business,1989.0,"Crime,Drama",5.7,14401,nm0001486,"['nm0000125', 'nm0000163', 'nm0000111']"
tt0097332,Far from Home,1989.0,"Crime,Drama,Mystery",5.5,2477,nm0043214,"['nm0001242', 'nm0000106', 'nm0557956']"
tt0097334,Farewell to the King,1989.0,"Action,Adventure,Drama",6.2,3257,nm0587518,"['nm0000560', 'nm0369814', 'nm0574433']"
tt0097336,Fat Man and Little Boy,1989.0,"Biography,Drama,History",6.5,9577,nm0423646,"['nm0000056', 'nm0776239', 'nm0000889']"
tt0097351,Field of Dreams,1989.0,"Drama,Family,Fantasy",7.5,134898,nm0004675,"['nm0000126', 'nm0000469', 'nm0000501']"
tt0097364,Flesh-Eating Mothers,1988.0,"Comedy,Horror",4.3,1372,nm0552461,"['nm0646979', 'nm0372952', 'nm0742054']"
tt0097365,Flesh Gordon Meets the Cosmic Cheerleaders,1990.0,"Comedy,Sci-Fi",3.7,1770,nm0418486,"['nm0613741', 'nm0446833', 'nm0871439']"
tt0097366,Fletch Lives,1989.0,"Comedy,Crime,Mystery",6.1,24039,nm0006916,"['nm0000331', 'nm0001358', 'nm0680541']"
tt0097368,The Fly II,1989.0,"Drama,Horror,Sci-Fi",5.2,25749,nm0906901,"['nm0000655', 'nm0001879', 'nm0724673']"
tt0097371,Food of the Gods II,1989.0,"Horror,Sci-Fi",4.1,1498,nm0006860,"['nm0183310', 'nm0775076', 'nm0028837']"
tt0097372,For All Mankind,1989.0,"Documentary,History",8.1,6925,nm0718031,"['nm0522554', 'nm0560325', 'nm0777749']"
tt0097373,For Queen & Country,1988.0,"Crime,Drama,Thriller",5.6,2753,nm0826369,"['nm0000243', 'nm0372317', 'nm0152521']"
tt0097383,Francesco,1989.0,"Biography,Drama,History",6.2,1821,nm0146960,"['nm0000620', 'nm0000307', 'nm0275138']"
tt0097388,Friday the 13th Part VIII: Jason Takes Manhattan,1989.0,"Adventure,Horror,Thriller",4.5,46108,nm0373154,"['nm0196762', 'nm0387987', 'nm0129445']"
tt0097390,Fright Night Part 2,1988.0,"Comedy,Horror,Thriller",5.9,15141,nm0908890,"['nm0706619', 'nm0001522', 'nm0511270']"
tt0097408,"Galimatias, czyli kogel-mogel II",1989.0,Comedy,6.3,1378,nm0952480,"['nm0088111', 'nm0796211', 'nm0486847']"
tt0097409,An Enemy of the People,1989.0,Drama,7.3,1659,nm0006249,"['nm0154164', 'nm0154122', 'nm0212541']"
tt0097410,Gunhed,1989.0,"Action,Drama,Sci-Fi",5.3,1140,nm0361735,"['nm0847392', 'nm0000283', 'nm0860251']"
tt0097416,Kaadhalan,1994.0,"Action,Drama,Romance",7.1,2298,nm0788171,"['nm0222150', 'nm0619324', 'nm0883014']"
tt0097428,Ghostbusters II,1989.0,"Action,Comedy,Fantasy",6.6,234225,nm0718645,"['nm0000195', 'nm0000101', 'nm0000244']"
tt0097437,Geethanjali,1989.0,"Drama,Musical,Romance",8.3,3081,nm0711745,"['nm0015459', 'nm0006430', 'nm0897206']"
tt0097438,Gleaming the Cube,1989.0,"Action,Drama,Mystery",6.3,9551,nm0166625,"['nm0000225', 'nm0000874', 'nm0378800']"
tt0097441,Glory,1989.0,"Biography,Drama,History",7.8,149732,nm0001880,"['nm0000111', 'nm0000243', 'nm0000144']"
tt0097443,The Gods Must Be Crazy II,1989.0,Comedy,6.8,18687,nm0371059,"['nm0618452', 'nm0268602', 'nm0835415']"
tt0097444,Godzilla vs. Biollante,1989.0,"Action,Drama,Fantasy",6.5,7741,"nm0648457,nm0368057,nm0648458","['nm0593055', 'nm0849095', 'nm0847393']"
tt0097455,Grandmother's House,1988.0,"Horror,Thriller",5.1,2519,nm0705474,"['nm0287797', 'nm0884262', 'nm0504335']"
tt0097457,Great Balls of Fire!,1989.0,"Biography,Drama,Music",6.3,19439,nm0564319,"['nm0000598', 'nm0000213', 'nm0230335']"
tt0097458,Gross Anatomy,1989.0,Drama,6.2,4244,nm0248054,"['nm0000546', 'nm0001879', 'nm0001441']"
tt0097474,Halloween 5: The Revenge of Michael Myers,1989.0,"Horror,Thriller",4.9,49781,nm0652860,"['nm0000587', 'nm0364583', 'nm0332081']"
tt0097478,Happy Together,1989.0,"Comedy,Romance",5.9,2239,nm0198991,"['nm0001131', 'nm0000644', 'nm0773759']"
tt0097481,Harlem Nights,1989.0,"Comedy,Crime,Drama",6.1,26081,nm0000552,"['nm0000552', 'nm0001640', 'nm0289359']"
tt0097487,Hawks,1988.0,"Comedy,Drama",6.6,1265,nm0589228,"['nm0001096', 'nm0000381', 'nm0005216']"
tt0097493,Heathers,1989.0,"Comedy,Crime",7.1,123074,nm0499724,"['nm0000213', 'nm0000225', 'nm0001147']"
tt0097498,Hellgate,1989.0,Horror,3.7,1865,nm0505415,"['nm0657676', 'nm0937588', 'nm0872611']"
tt0097499,Henry V,1989.0,"Biography,Drama,History",7.5,32716,nm0000110,"['nm0000110', 'nm0001394', 'nm0791871']"
tt0097500,Her Alibi,1989.0,"Comedy,Crime,Mystery",5.8,8260,nm0000915,"['nm0000633', 'nm0005320', 'nm0200122']"
tt0097503,Hider in the House,1989.0,Thriller,5.9,2104,nm0665896,"['nm0000997', 'nm0000211', 'nm0571106']"
tt0097521,Homer and Eddie,1989.0,"Comedy,Crime,Drama",5.3,2129,nm0464846,"['nm0000902', 'nm0000155', 'nm0000691']"
tt0097523,"Honey, I Shrunk the Kids",1989.0,"Adventure,Comedy,Family",6.4,172634,nm0002653,"['nm0001548', 'nm0001242', 'nm0833519']"
tt0097527,House III: The Horror Show,1989.0,Horror,5.1,5023,"nm0410494,nm0090013","['nm0000448', 'nm0001397', 'nm0846525']"
tt0097530,How I Got Into College,1989.0,"Comedy,Romance",5.8,2455,nm0390822,"['nm0000381', 'nm0662160', 'nm0001223']"
tt0097531,How to Get Ahead in Advertising,1989.0,"Comedy,Fantasy",6.8,6858,nm0732430,"['nm0001290', 'nm0001829', 'nm0934014']"
tt0097534,Howling V: The Rebirth,1989.0,"Horror,Mystery",4.4,3186,nm0839237,"['nm0205289', 'nm0146206', 'nm0796148']"
tt0097539,In the Line of Duty IV,1989.0,"Action,Comedy,Crime",7.1,1968,nm0950759,"['nm0451195', 'nm0947447', 'nm0939255']"
tt0097550,I Bought a Vampire Motorcycle,1990.0,"Comedy,Crime,Fantasy",5.4,1712,nm0132392,"['nm0607403', 'nm0633457', 'nm0255573']"
tt0097557,"I, Madman",1989.0,"Fantasy,Horror",5.9,4073,nm0847749,"['nm0942486', 'nm0737553', 'nm0177241']"
tt0097561,The Needle,1988.0,"Drama,Thriller",6.9,3208,nm0637835,"['nm0875129', 'nm0807076', 'nm0541136']"
tt0097567,Immediate Family,1989.0,Drama,6.0,1827,nm0438279,"['nm0000335', 'nm0000249', 'nm0000524']"
tt0097570,In Country,1989.0,"Drama,Romance,War",5.9,3332,nm0422484,"['nm0000503', 'nm0000246', 'nm0000260']"
tt0097573,In the Cold of the Night,1990.0,"Drama,Mystery,Thriller",4.7,1903,nm0557789,"['nm0504467', 'nm0755124', 'nm0001743']"
tt0097576,Indiana Jones and the Last Crusade,1989.0,"Action,Adventure",8.2,842214,nm0000229,"['nm0000148', 'nm0000125', 'nm0233145']"
tt0097579,An Innocent Man,1989.0,"Action,Crime,Drama",6.5,8015,nm0946811,"['nm0000633', 'nm0000719', 'nm0732309']"
tt0097584,Intergirl,1989.0,"Drama,Romance",7.0,1663,nm0865421,"['nm0945094', 'nm0491560', 'nm0539421']"
tt0097607,Jacknife,1989.0,"Drama,War",6.4,6926,nm0427880,"['nm0000134', 'nm0000834', 'nm0000438']"
tt0097613,The January Man,1989.0,"Action,Comedy,Crime",5.5,9826,nm0640466,"['nm0000177', 'nm0001512', 'nm0000215']"
tt0097618,The Iceman Cometh,1989.0,"Action,Comedy,Romance",6.6,1272,nm0284011,"['nm0001041', 'nm0950707', 'nm0950757']"
tt0097626,Johnny Handsome,1989.0,"Crime,Drama,Thriller",6.1,11605,nm0001353,"['nm0000620', 'nm0000620', 'nm0000289']"
tt0097630,Journey to the Center of the Earth,1988.0,"Adventure,Sci-Fi",2.6,1524,"nm0501544,nm0089502","['nm0184863', 'nm0593819', 'nm0135899']"
tt0097635,Jesus of Montreal,1989.0,"Drama,Romance",7.5,7745,nm0000780,"['nm0089937', 'nm0929075', 'nm0871928']"
tt0097636,The Jönsson Gang in Mallorca,1989.0,"Comedy,Crime",6.0,4292,nm0252484,"['nm0252473', 'nm0348965', 'nm0116339']"
tt0097637,K-9,1989.0,"Action,Comedy,Crime",6.1,36874,nm0199722,"['nm0000902', 'nm0004995', 'nm0001798']"
tt0097647,The Karate Kid Part III,1989.0,"Action,Drama,Family",5.3,74216,nm0000814,"['nm0001494', 'nm0001552', 'nm0001477']"
tt0097659,Kickboxer,1989.0,"Action,Sport,Thriller",6.4,64356,"nm0228262,nm0175730","['nm0000241', 'nm0018966', 'nm0150862']"
tt0097662,Kill Me Again,1989.0,"Action,Crime,Drama",6.3,6377,nm0001093,"['nm0000174', 'nm0000695', 'nm0612319']"
tt0097670,Kinjite: Forbidden Subjects,1989.0,"Action,Crime,Drama",5.5,4227,nm0496746,"['nm0000314', 'nm0273592', 'nm0520164']"
tt0097676,Kogel-mogel,1988.0,Comedy,6.7,2155,nm0952480,"['nm0088111', 'nm0440758', 'nm0911976']"
tt0097694,Black Rain,1989.0,"Drama,War",7.8,4210,nm0408076,"['nm0849095', 'nm0457557', 'nm0406700']"
tt0097702,The Icicle Thief,1989.0,"Comedy,Crime,Fantasy",7.0,1095,nm0629309,"['nm0479528', 'nm0729882', 'nm0769237']"
tt0097714,Last Exit to Brooklyn,1989.0,Drama,6.8,7386,nm0248942,"['nm0000492', 'nm0002332', 'nm0949350']"
tt0097719,Laurin,1989.0,"Drama,Horror,Mystery",6.3,1087,nm0797459,"['nm0844113', 'nm0439805', 'nm0258272']"
tt0097722,Lean on Me,1989.0,"Biography,Drama",7.4,23876,nm0000814,"['nm0000151', 'nm0865119', 'nm0347039']"
tt0097727,A legényanya,1989.0,Comedy,7.4,1676,nm0304839,"['nm0477570', 'nm0258272', 'nm0688292']"
tt0097728,Leningrad Cowboys Go America,1989.0,"Comedy,Music",7.0,9095,nm0442454,"['nm0671231', 'nm0904901', 'nm0433520']"
tt0097731,Let It Ride,1989.0,"Action,Comedy",6.8,7149,nm0701592,"['nm0000377', 'nm0000414', 'nm0423774']"
tt0097733,Lethal Weapon 2,1989.0,"Action,Crime,Thriller",7.3,196267,nm0001149,"['nm0000154', 'nm0000418', 'nm0000582']"
tt0097737,Leviathan,1989.0,"Adventure,Horror,Mystery",5.8,25792,nm0181902,"['nm0000693', 'nm0001077', 'nm0005301']"
tt0097742,Licence to Kill,1989.0,"Action,Adventure,Thriller",6.7,116317,nm0322515,"['nm0001096', 'nm0001108', 'nm0000508']"
tt0097756,Listen to Me,1989.0,"Drama,Romance",5.3,1417,nm0829343,"['nm0131647', 'nm0000415', 'nm0001702']"
tt0097757,The Little Mermaid,1989.0,"Adventure,Animation,Family",7.6,303425,"nm0166256,nm0615780","['nm0072533', 'nm0942787', 'nm0041281']"
tt0097758,Little Monsters,1989.0,"Adventure,Comedy,Family",6.0,14908,nm0338572,"['nm0000625', 'nm0005177', 'nm0827663']"
tt0097769,The Local Stigmatic,1990.0,Drama,5.6,1753,nm0923802,"['nm0000199', 'nm0002117', 'nm0536850']"
tt0097770,Lock Up,1989.0,"Action,Crime,Drama",6.4,48419,nm0283500,"['nm0000230', 'nm0000661', 'nm0025309']"
tt0097775,The Master,1992.0,"Action,Comedy,Crime",5.7,3134,nm0007139,"['nm0001472', 'nm0950757', 'nm0477215']"
tt0097778,Look Who's Talking,1989.0,Comedy,5.9,89256,nm0002132,"['nm0000237', 'nm0000263', 'nm0001156']"
tt0097781,Lords of the Deep,1989.0,"Sci-Fi,Thriller",2.7,1499,nm0279675,"['nm0226947', 'nm0055733', 'nm0353038']"
tt0097782,Lost Angels,1989.0,Drama,5.9,1116,nm0399853,"['nm0000661', 'nm0395259', 'nm0000504']"
tt0097784,Love Love Love,1989.0,"Drama,Romance",4.8,1037,nm0836942,"['nm0451148', 'nm0004487', 'nm0004109']"
tt0097790,Loverboy,1989.0,Comedy,6.1,9158,nm0798717,"['nm0001131', 'nm0000462', 'nm0320180']"
tt0097814,Kiki's Delivery Service,1989.0,"Animation,Family,Fantasy",7.8,178821,nm0594503,"['nm0000379', 'nm0000379', 'nm0847439']"
tt0097815,Major League,1989.0,"Comedy,Sport",7.2,80175,nm0911486,"['nm0000297', 'nm0000221', 'nm0000929']"
tt0097839,Marquis,1989.0,"Animation,Comedy",6.7,1644,nm0603587,"['nm0551761', 'nm0459722', 'nm0732220']"
tt0097841,Marrakech Express,1989.0,"Adventure,Comedy",7.3,2517,nm0759368,"['nm0007746', 'nm0072768', 'nm0551290']"
tt0097843,Homework,1989.0,"Crime,Documentary,Drama",7.8,2207,nm0452102,"['nm0014125', 'nm0015244', 'nm0722072']"
tt0097851,Mathilukal,1990.0,"Drama,Romance",8.2,1747,nm0329715,"['nm0007123', 'nm0858128', 'nm0438854']"
tt0097858,Meet the Feebles,1989.0,"Comedy,Fantasy,Music",6.6,22794,nm0001392,"['nm0611833', 'nm0015223', 'nm0015223']"
tt0097870,Forever Mary,1989.0,"Crime,Drama",7.3,1308,nm0728276,"['nm0686375', 'nm0024580', 'nm0071179']"
tt0097871,Mes meilleurs copains,1989.0,"Comedy,Drama,Music",6.7,1210,nm0688585,"['nm0487254', 'nm0002010', 'nm0045870']"
tt0097872,My Nights Are More Beautiful Than Your Days,1989.0,"Drama,Romance",6.1,2364,nm0958558,"['nm0000521', 'nm0244850', 'nm0481412']"
tt0097874,Metamorphosis,1990.0,"Horror,Sci-Fi",4.0,1195,nm0247642,"['nm0495936', 'nm0052996', 'nm0143805']"
tt0097880,The Mighty Quinn,1989.0,"Action,Crime,Drama",6.0,7229,nm0770918,"['nm0000243', 'nm0870186', 'nm0289038']"
tt0097883,Millennium,1989.0,"Drama,Sci-Fi,Thriller",5.7,7282,nm0027183,"['nm0001434', 'nm0001440', 'nm0871240']"
